Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
30754980,"Big Mushy Happy Lump (Sarah's Scribbles, #2)",Sarah Andersen,"Andersen, Sarah",,1449479618,9781449479619,5,4.23,Andrews McMeel Publishing,Paperback,128,2017,2017,11/06/20,11/06/20,,,read,"Oh My God. Today was a revelation. I never thought that I could enjoy Graphics Novels & Comics as much as I did reading Sarah Andersen. This book is a peep through inside the mind of this cartoonist. She tells you what her fears are? How hard it is for her to be social? And how the therapies in life can come from most unexpected ways? For her, through her cat Sadie. <br/><br/>Why does she have to be so cute?",,,1,,,0,,,,,
25855506,"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,"Andersen, Sarah",,1449474195,9781449474195,4,4.12,Andrews McMeel Publishing,Paperback,112,2016,2016,11/06/20,11/06/20,,,read,"Very funny, cute, relatable comic strips for introverts.",,,1,,,0,,,,,
2006883,Roads To Mussoorie,Ruskin Bond,"Bond, Ruskin",,812910699X,9788129106995,3,4.16,,,125,,2010,10/06/20,09/09/18,,,read,,,,1,,,0,,,,,
48896880,"The Address Book: What Street Addresses Reveal about Identity, Race, Wealth and Power",Deirdre Mask,"Mask, Deirdre",,,,0,4.11,Profile Books,Kindle Edition,336,2020,2020,,08/06/20,to-read,to-read (#198),to-read,,,,0,,,0,,,,,
29471673,Themes in Indian History Part II,NCERT,"NCERT, NCERT","Shiv Kumar, Shveta Uppal, Gautam Ganguly, Vijayam Sankaranarayanan, Atul Saxsena, Peyyeti Rajakumar",8174507533,,4,4.07,NCERT,Paperback,146,2007,,27/07/19,16/07/19,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,5,4.28,Harper Perennial Modern Classics ,Paperback,324,2006,1960,25/05/20,25/04/20,,,read,,,,1,,,0,,,,,
203409,Security Analysis: Principles and Technique,Benjamin Graham,"Graham, Benjamin","David L. Dodd, Charles Tatham",0071448209,9780071448208,0,4.32,McGraw-Hill Education,Hardcover,784,2004,1934,,28/04/20,to-read,to-read (#197),to-read,,,,0,,,0,,,,,
500514,The Dhandho Investor: The Low-Risk Value Method to High Returns,Mohnish Pabrai,"Pabrai, Mohnish",,047004389X,9780470043899,0,4.2,Wiley,Hardcover,183,2007,2007,,28/04/20,to-read,to-read (#196),to-read,,,,0,,,0,,,,,
171127,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns,John C. Bogle,"Bogle, John C.",,0470102101,9780470102107,0,4.18,John Wiley & Sons,Hardcover,216,2007,2007,,28/04/20,to-read,to-read (#195),to-read,,,,0,,,0,,,,,
75893,The Little Book of Value Investing,Christopher H. Browne,"Browne, Christopher H.",Roger Lowenstein,0470055898,9780470055892,0,4.11,Wiley,Hardcover,180,2006,2006,,28/04/20,to-read,to-read (#194),to-read,,,,0,,,0,,,,,
75889,The Little Book That Beats the Market,Joel Greenblatt,"Greenblatt, Joel",Andrew Tobias,0471733067,9780471733065,0,3.98,John Wiley & Sons,Hardcover,155,2005,1999,,28/04/20,to-read,to-read (#193),to-read,,,,0,,,0,,,,,
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,"Lynch, Peter",John Rothchild,0684811634,9780684811635,0,4.03,Simon  Schuster,Paperback,272,1996,1995,,28/04/20,to-read,to-read (#192),to-read,,,,0,,,0,,,,,
24817626,Go Set a Watchman (To Kill a Mockingbird),Harper Lee,"Lee, Harper",,0062409859,9780062409850,0,3.32,HarperCollins,Hardcover,278,2015,2015,,25/04/20,to-read,to-read (#191),to-read,,,,0,,,0,,,,,
2389174,The Little Book That Builds Wealth: The Knockout Formula for Finding Great Investments,Pat Dorsey,"Dorsey, Pat",,047022651X,9780470226513,0,4.27,Wiley,Hardcover,200,2008,2008,,24/04/20,to-read,to-read (#190),to-read,,,,0,,,0,,,,,
25574,Common Stocks and Uncommon Profits and Other Writings,Philip A. Fisher,"Fisher, Philip A.",Kenneth L. Fisher,0471445509,9780471445500,0,4.14,Wiley,Paperback,292,2003,1957,,24/04/20,to-read,to-read (#189),to-read,,,,0,,,0,,,,,
2122,The Fountainhead,Ayn Rand,"Rand, Ayn",Leonard Peikoff,,,5,3.87,Signet Book,Mass Market Paperback,704,1996,1943,20/04/20,20/03/20,,,read,,,,1,,,0,,,,,
24,In a Sunburned Country,Bill Bryson,"Bryson, Bill",,0767903862,9780767903868,0,4.06,Broadway Books,Paperback,335,2001,2000,,30/03/20,to-read,to-read (#188),to-read,,,,0,,,0,,,,,
37007780,The Billionaire Raj: A Journey Through India's New Gilded Age,James  Crabtree,"Crabtree, James",,1524760064,9781524760069,0,3.88,Tim Duggan Books,Hardcover,416,2018,2018,,29/03/20,to-read,to-read (#187),to-read,,,,0,,,0,,,,,
6857031,Stocks To Riches,Parag Parikh,"Parikh, Parag",,0070597715,9780070597716,4,3.98,Tata McGraw Hill,Paperback,132,,,28/03/20,28/03/20,,,read,"This book provides a neat introduction to stocks. More than stocks, this book talks about money and our behavior with it. The concepts like holding on to losers and letting go winners early and about having different mental accounts for money earned in different ways hits you hard than you think. It's a small pack condensed with the wisdom that is out there in popular books on investments. Just that this book is written for the Indian audience. I enjoyed reading it, and sure I learned many new things. ",,,1,,,0,,,,,
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,,,0,4.32,Ballantine Books,Paperback,527,2015,1965,,18/03/20,to-read,to-read (#186),to-read,,,,0,,,0,,,,,
15748015,The Indian Economy,Sanjiv Verma,"Verma, Sanjiv",,8183573150,9788183573153,0,4.05,Unique Publisher,Paperback,204,2011,2011,,10/01/20,"unfinished, to-read","unfinished (#4), to-read (#185)",to-read,,,,0,,,0,,,,,
18885195,The Story of Philosophy,Will Durant,"Durant, Will",,,,0,4.13,Simon & Schuster,Kindle Edition,528,2012,1926,,13/07/19,"unfinished, to-read","unfinished (#3), to-read (#184)",to-read,,,,0,,,0,,,,,
11564463,Our Oriental Heritage (Story of Civilization 1),Will Durant,"Durant, Will",,,,0,4.3,Simon & Schuster,Kindle Edition,1049,2011,1935,,25/09/19,"unfinished, to-read","unfinished (#2), to-read (#183)",to-read,,,,0,,,0,,,,,
34066798,A Gentleman in Moscow,Amor Towles,"Towles, Amor",,0143110438,9780143110439,4,4.33,Penguin Books,Paperback,462,2019,2016,16/03/20,26/07/19,,,read,"This is the story of the Count Alexander Ilyich Rostov, a Russian Aristocrat in the times of Revolution. He's under house arrest in a grand hotel of Moscow, Metropol. Count restarts his life because if a Gentleman doesnot master his circumstances then he is bound to be mastered by them. The peope he meets during his stay at Metropol helps him usher his restlessness towards purposefulness. He makes friends with the staff of hotel, builds a routine, and explore the extents of Metropol. He is sometimes visited by old friends and sometimes he finds new friends in a small world. While we learn from Count what it means to be a Gentleman, for a man who has no where to go oftern goes on the thought train of philosophical musings and self reflection. Count teaches us that every life deserves not only our consideration, but our reconsideration—and our unwavering determination to withhold our opinion until we have engaged with them in every possible setting at every possible hour. He teaches us that what matters in life is not whether we receive a round of applause; what matters is whether we have the courage to venture forth despite the uncertainty of acclaim. <br/><br/>Count's outlook change towards the life after he meets Sofia. The daughter of an old friend who leaves Sofia in Count's custody only to never return. Sofia grows old to be a young charming lady. Sofia becomes the Count's biggest purpose. For not only he's proud of her, but at moments could help but astonish over her talents and intellect. Sofia is going to play Piano in Paris, representing Russian. And Count plans an escape from Metropol. <br/><br/>There are so many elements in this book that I find hard to put down in a short review. This book lets you peep inside Russia in the times of its its greatest turmoils. This book lets you sway in Amor Towles amazing description of scenes and playful writing style. I recommend this book to everyone who wants to know what it is to be a Gentleman?<br/><br/>",,,1,,,0,,,,,
42111754,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,,,3,4.05,Penguin Press,Kindle Edition,246,2019,2019,18/02/20,25/12/19,,,read,"Parts of book will make you board the thought train. Ocean has done a commendable job in making this novel very poetic, however the lack of a strong plot was a turn-off for me.",,,1,,,0,,,,,
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,,,0,4.24,St. Martin's Griffin,Paperback,421,2019,2019,,15/02/20,to-read,to-read (#182),to-read,,,,0,,,0,,,,,
7015635,Food Rules: An Eater's Manual,Michael Pollan,"Pollan, Michael",,014311638X,9780143116387,4,3.99,Penguin Books,Paperback,152,2009,2008,04/01/20,05/03/19,,,read,If I had to sum it up in one line. Do not eat what your grandmother will not consider as food. ,,,1,,,0,,,,,
31138556,Homo Deus: A History of Tomorrow,Yuval Noah Harari,"Harari, Yuval Noah",,,,5,4.22,Harper,Kindle Edition,450,2017,2017,15/02/20,31/07/19,,,read,"Sapiens use religion to derive meaning in this chaotic universe. They help us solve dilemma and choose between diverging roads. Babylonians believed in stars. All the important life decisions were based on the orientation of stars. Babylonians loved stargazing. <br/><br/>But, then one day one rebellious kid in one village refused to believe in stars, he said, ""Stars lie. God created them, and he created all of us and he wrote all about it in this holy book"". <br/><br/>And that's how god and scripture based religions were invented. Just like that, humans gave the control of their lives from stars to god. People stopped looking at stars and they started reading holy books instead and started praying to god. Through god they derived the meaning of their life. If the man was suffering, he said to himself, I shall suffer if that's what god has written for me. If the man had to fight in wars, he said to himself, I shall fight if that's what god has written for me. If the man had to starve in famines, he said to himself I shall starve if that's what god has written for me. Because god knows best, after all he created me, and he is somewhere out there looking after me. <br/><br/>But, then one day one rebellious kid in one town refused to believe in god, he said, ""God is a fiction created by us humans, we wrote those holy books and we interpreted them to suit ourselves - we are the master of our own souls"". <br/><br/>And that's how liberalism and free will was invented. Whenever in dilemma follow your inner voice. Everyone agreed that the customer is always right, voters knows the best, and the beauty lies in the eyes of the beholder. Now humans need not look to stars or read holy books or pray to god when they had to decide whom to marry, what career path to choose, or where to invest their money. They could just listen to their inner voice - their true self. But it wasn't always easy to listen to what self had to say, and how independent the free will was always remained a question for the skeptic. Humans kept preaching about ways you could learn to listen to your inner voice, ways in which you could get to know yourself - such as watching sunset on a beach, climb mountains, reading a book by Fredrick Backmann or Kurt Vonnegut, having an heartfelt conversation with friends, or watching a inspiring movie about following your passion. <br/><br/>But, then one day one rebellious kid in one a city refused to believe in free will and inner voices, he said, ""Inner voice is a lie. I have a community of voices inside me, I don't even know who I am? I would rather rely on Spotify to recommend me good music then listen to my inner voice. I would rather rely on Netflix to recommend me a good show then listen to my inner voice. I would rather rely on a software like Tinder to find who will I marry to. I would rather rely on Google trends to decide my career.""<br/><br/>And that's how data religion is invented, with it's own dogmas and commandments. According to this religion, Sapiens are out dated organic algorithms, and they can be replaced by inorganic intelligence, which may not be conscious at all. Algorithms that know us better then we know ourselves. Algorithms whom we cannot comprehend. Imagine living in world where what you have to do with your time is not the outcome of moment of stars, or will of god, or your inner voice. Rather it is a calculated response to all the data that you had been supplying to the algorithm. And the response actually works for you, it's no more a placebo or a pseudo faith. Do these algorithms need to be conscious? Not necessary. They just have to give better results.<br/><br/>But, then one day one kid will rebel..............<br/><br/>This book - Homo Deus: A Brief History of Mankind ends with three concluding statements, which I'd like to quote here:<br/><br/>1. Science is converging on an all-encompassing dogma, which says that organisms are algorithms, and life is data processing.<br/>2. Intelligence is decoupling from consciousness.<br/>3. Non-conscious but highly intelligent algorithms may soon know us better than we know ourselves.   <br/><br/>*life in progress*",,,1,,,0,,,,,
9838361,Gandhi the Man: How One Man Changed Himself to Change the World,Eknath Easwaran,"Easwaran, Eknath",,1586380559,9781586380557,0,4.22,Nilgiri Press,Paperback,200,2011,1973,,09/02/20,to-read,to-read (#181),to-read,,,,0,,,0,,,,,
